"","id","status","address","address_google","location_type","pnt"
"1322",1242,"OK","San Joaquin","San Joaquin, Iloilo, Philippines","APPROXIMATE",c(122.1396745, 10.5887998)
"1324",1243,"OK","San Jorge","San Jorge, Samar, Philippines","APPROXIMATE",c(124.9286096, 11.9675662)
"1325",1244,"ZERO_RESULTS","San Jose (AE)",NA,NA,c(NA, NA)
"1326",1245,"ZERO_RESULTS","San Jose (BS)",NA,NA,c(NA, NA)
"1327",1246,"ZERO_RESULTS","San Jose (CS)",NA,NA,c(NA, NA)
"1328",1247,"ZERO_RESULTS","San Jose (DI)",NA,NA,c(NA, NA)
"1329",1248,"OK","San Jose (NE)","San Jose City, Nueva Ecija, Philippines","APPROXIMATE",c(120.9991032, 15.8037018)
"1330",1249,"OK","San Jose (NR)","San Jose, CA, USA","APPROXIMATE",c(-121.8852525, 37.33874)
"1333",1250,"ZERO_RESULTS","San Jose (NS)",NA,NA,c(NA, NA)
"1334",1251,"ZERO_RESULTS","San Jose (OM)",NA,NA,c(NA, NA)
"1335",1252,"OK","San Jose (RN)","São José de Mipibu - State of Rio Grande do Norte, Brazil","APPROXIMATE",c(-35.2369373, -6.0741995)
"1336",1253,"ZERO_RESULTS","San Jose (TC)",NA,NA,c(NA, NA)
"1337",1254,"OK","San Jose De Buan","San Jose de Buan, Samar, Philippines","APPROXIMATE",c(125.0608405, 12.065706)
"1338",1255,"OK","San Jose Del Monte","San Jose del Monte City, Bulacan, Philippines","APPROXIMATE",c(121.072532, 14.8142626)
"1339",1256,"ZERO_RESULTS","San Juan (AA)",NA,NA,c(NA, NA)
"1340",1257,"OK","San Juan (BS)","San Juan, Metro Manila, Philippines","APPROXIMATE",c(121.0355375, 14.6019309)
"1341",1258,"OK","San Juan (IS)","San Juan County, WA, USA","APPROXIMATE",c(-122.9602621, 48.6118035)
"1343",1259,"OK","San Juan (LU)","San Juan, La Union, Philippines","APPROXIMATE",c(120.3627578, 16.6719671)
"1344",1260,"OK","San Juan (MM)","San Juan, Metro Manila, Philippines","APPROXIMATE",c(121.0355375, 14.6019309)
"1345",1261,"ZERO_RESULTS","San Juan (SL)",NA,NA,c(NA, NA)
"1346",1262,"ZERO_RESULTS","San Juan (SR)",NA,NA,c(NA, NA)
"1347",1263,"OK","San Julian","San Julian, Eastern Samar, Philippines","APPROXIMATE",c(125.4108059, 11.7430983)
"1348",1264,"OK","San Leonardo","San Leonardo, Nueva Ecija, Philippines","APPROXIMATE",c(120.9532123, 15.3728539)
"1349",1265,"OK","San Lorenzo","San Lorenzo, Makati, Metro Manila, Philippines","APPROXIMATE",c(121.0191751, 14.5507591)
"1350",1266,"ZERO_RESULTS","San Lorenzo Ruiz",NA,NA,c(NA, NA)
"1351",1267,"ZERO_RESULTS","San Luis (AS)",NA,NA,c(NA, NA)
"1352",1268,"ZERO_RESULTS","San Luis (AU)",NA,NA,c(NA, NA)
"1353",1269,"OK","San Luis (BS)","San Luis, Batangas, Philippines","APPROXIMATE",c(120.9532123, 13.8406018)
"1354",1270,"OK","San Luis (PA)","San Luis, Pampanga, Philippines","APPROXIMATE",c(120.8154358, 15.0190635)
"1355",1271,"OK","San Manuel (IA)","San Manuel, Pangasinan, Philippines","APPROXIMATE",c(120.6775054, 16.1056069)
"1357",1272,"OK","San Manuel (PS)","San Manuel, Pangasinan, Philippines","APPROXIMATE",c(120.6775054, 16.1056069)
"1358",1273,"OK","San Manuel (TC)","Linn, TX, USA","APPROXIMATE",c(-98.1120116, 26.5890392)
"1359",1274,"OK","San Marcelino","San Marcelino, Zambales, Philippines","APPROXIMATE",c(120.2743484, 15.026051)
"1360",1275,"OK","San Mariano","San Mariano, Isabela, Philippines","APPROXIMATE",c(122.0127979, 16.9835158)
"1362",1276,"OK","San Mateo (IA)","San Mateo, Rizal, Philippines","APPROXIMATE",c(121.1216992, 14.6958933)
"1363",1277,"OK","San Mateo (RL)","San Mateo, Rizal, Philippines","APPROXIMATE",c(121.1216992, 14.6958933)
"1364",1278,"ZERO_RESULTS","San Miguel (BL)",NA,NA,c(NA, NA)
"1365",1279,"OK","San Miguel (BU)","San Miguel, Bulacan, Philippines","APPROXIMATE",c(121.0105733, 15.166425)
"1366",1280,"OK","San Miguel (CT)","San Miguel Ct, Midland, TX 79705, USA","GEOMETRIC_CENTER",c(-102.078697, 32.0639915)
"1368",1281,"ZERO_RESULTS","San Miguel (IO)",NA,NA,c(NA, NA)
"1369",1282,"ZERO_RESULTS","San Miguel (LE)",NA,NA,c(NA, NA)
"1370",1283,"ZERO_RESULTS","San Miguel (SS)",NA,NA,c(NA, NA)
"1371",1284,"ZERO_RESULTS","San Miguel (ZR)",NA,NA,c(NA, NA)
"1372",1285,"OK","San Narciso (QN)","San Narciso, Zambales, Philippines","APPROXIMATE",c(120.0794629, 15.0145224)
"1373",1286,"OK","San Narciso (ZA)","San Narciso, Zambales, Philippines","APPROXIMATE",c(120.0794629, 15.0145224)
"1374",1287,"OK","San Nicolas (BS)","San Nicolas, Ilocos Norte, Philippines","APPROXIMATE",c(120.5854674, 18.1470823)
"1375",1288,"OK","San Nicolas (IN)","San Nicolas, Ilocos Norte, Philippines","APPROXIMATE",c(120.5854674, 18.1470823)
"1377",1289,"ZERO_RESULTS","San Nicolas (PS)",NA,NA,c(NA, NA)
"1378",1290,"OK","San Pablo (IA)","San Pablo City, Laguna, Philippines","APPROXIMATE",c(121.3233369, 14.0642108)
"1379",1291,"OK","San Pablo (LA)","San Pablo City, Laguna, Philippines","APPROXIMATE",c(121.3233369, 14.0642108)
"1380",1292,"OK","San Pablo (ZR)","San Pablo City, Laguna, Philippines","APPROXIMATE",c(121.3233369, 14.0642108)
"1381",1293,"OK","San Pascual (BS)","San Pascual, Batangas, Philippines","APPROXIMATE",c(121.0220422, 13.8104423)
"1382",1294,"OK","San Pascual (MS)","San Pascual, Batangas, Philippines","APPROXIMATE",c(121.0220422, 13.8104423)
"1383",1295,"OK","San Pedro","San Pedro, Laguna, Philippines","APPROXIMATE",c(121.0458348, 14.3528609)
"1384",1296,"OK","San Policarpo","San Policarpo, Eastern Samar, Philippines","APPROXIMATE",c(125.4781649, 12.2046953)
"1385",1297,"OK","San Quintin (PS)","San Quintin, Pangasinan, Philippines","APPROXIMATE",c(120.8384093, 15.9754023)
"1386",1298,"OK","San Rafael (BU)","San Rafael, Bulacan, Philippines","APPROXIMATE",c(120.9532123, 14.998451)
"1387",1299,"ZERO_RESULTS","San Rafael (IO)",NA,NA,c(NA, NA)
"1388",1300,"OK","San Remigio (AE)","San Remigio, Cebu, Philippines","APPROXIMATE",c(123.9415518, 10.960102)
"1389",1301,"OK","San Remigio (CU)","San Remigio, Cebu, Philippines","APPROXIMATE",c(123.9415518, 10.960102)
"1390",1302,"OK","San Ricardo","San Ricardo, Southern Leyte, Philippines","APPROXIMATE",c(125.2738186, 9.9769939)
"1391",1303,"OK","San Roque","San Roque, Antioquia, Colombia","APPROXIMATE",c(-75.019623, 6.485831)
"1392",1304,"OK","San Sebastian","Donostia-San Sebastian, Gipuzkoa, Spain","APPROXIMATE",c(-1.9812313, 43.318334)
"1393",1305,"OK","San Simon","San Simon, Pampanga, Philippines","APPROXIMATE",c(120.7750488, 14.9929838)
"1394",1306,"OK","San Teodoro","07052 San Teodoro SS, Italy","APPROXIMATE",c(9.6695458, 40.7722837)
"1396",1307,"OK","San Vicente (CN)","San Vicente, Camarines Norte, Philippines","APPROXIMATE",c(122.866667, 14.1)
"1398",1308,"OK","San Vicente (IS)","San Vicente, Palawan, Philippines","APPROXIMATE",c(119.2547546, 10.5305818)
"1399",1309,"ZERO_RESULTS","San Vicente (NS)",NA,NA,c(NA, NA)
"1400",1310,"OK","San Vicente (PN)","San Vicente, Palawan, Philippines","APPROXIMATE",c(119.2547546, 10.5305818)
"1401",1311,"OK","Sanchez-Mira","Sanchez Mira, Cagayan, Philippines","APPROXIMATE",c(121.193945, 18.5362751)
"1402",1312,"ZERO_RESULTS","Santa",NA,NA,c(NA, NA)
"1403",1313,"ZERO_RESULTS","Santa Ana (CG)",NA,NA,c(NA, NA)
"1404",1314,"OK","Santa Ana (PA)","Santa Ana, El Salvador","APPROXIMATE",c(-89.5639119, 13.9778279)
"1405",1315,"OK","Santa Barbara (IO)","Santa Barbara, CA, USA","APPROXIMATE",c(-119.6981901, 34.4208305)
"1406",1316,"OK","Santa Barbara (PS)","Santa Barbara, CA, USA","APPROXIMATE",c(-119.6981901, 34.4208305)
"1407",1317,"OK","Santa Catalina (IS)","Santa Catalina, Negros Oriental, Philippines","APPROXIMATE",c(122.9437667, 9.2867599)
"1409",1318,"OK","Santa Catalina (NR)","Santa Catalina, Negros Oriental, Philippines","APPROXIMATE",c(122.9437667, 9.2867599)
"1410",1319,"OK","Santa Cruz (DS)","Santa Cruz, CA, USA","APPROXIMATE",c(-122.0307963, 36.9741171)
"1411",1320,"OK","Santa Cruz (IS)","Santa Cruz, CA, USA","APPROXIMATE",c(-122.0307963, 36.9741171)
"1412",1321,"OK","Santa Cruz (LA)","Santa Cruz la Laguna, Guatemala","APPROXIMATE",c(-91.205524, 14.7424095)
"1414",1322,"OK","Santa Cruz (ME)","Santa Cruz, CA, USA","APPROXIMATE",c(-122.0307963, 36.9741171)
"1415",1323,"ZERO_RESULTS","Santa Cruz (OM)",NA,NA,c(NA, NA)
"1416",1324,"OK","Santa Cruz (ZA)","Santa Cruz, CA, USA","APPROXIMATE",c(-122.0307963, 36.9741171)
"1417",1325,"OK","Santa Elena","Santa Elena, Camarines Norte, Philippines","APPROXIMATE",c(122.3787597, 14.217726)
"1418",1326,"ZERO_RESULTS","Santa Fe (CU)",NA,NA,c(NA, NA)
"1419",1327,"OK","Santa Fe (LE)","85020 San Fele, Province of Potenza, Italy","APPROXIMATE",c(15.5401935, 40.8192715)
"1420",1328,"OK","Santa Fe (NV)","Santa Fe, Nueva Vizcaya, Philippines","APPROXIMATE",c(120.8728615, 16.1898433)
"1421",1329,"ZERO_RESULTS","Santa Fe (RN)",NA,NA,c(NA, NA)
"1422",1330,"OK","Santa Ignacia","Santa Ignacia, Tarlac, Philippines","APPROXIMATE",c(120.4588059, 15.5841222)
"1423",1331,"OK","Santa Josefa","Santa Josefa, Agusan del Sur, Philippines","APPROXIMATE",c(126.0240861, 7.9811274)
"1424",1332,"OK","Santa Lucia","Santa Lucia, Ilocos Sur, Philippines","APPROXIMATE",c(120.4703258, 17.1288754)
"1425",1333,"OK","Santa Magdalena","Santa Magdalena, Sorsogon, Philippines","APPROXIMATE",c(124.1017044, 12.641824)
"1426",1334,"OK","Santa Marcela","Santa Marcela, Apayao, Philippines","APPROXIMATE",c(121.43419, 18.291778)
"1427",1335,"OK","Santa Margarita","Santa Margarita, CA, USA","APPROXIMATE",c(-120.6092971, 35.3899526)
"1430",1336,"OK","Santa Maria (BU)","Santa Maria, Bulacan, Philippines","APPROXIMATE",c(120.9808582, 14.847608)
"1431",1337,"OK","Santa Maria (DS)","1016 Light St, Baltimore, MD 21230, USA","ROOFTOP",c(-76.6127599, 39.2778105)
"1432",1338,"OK","Santa Maria (IA)","Santa Maria, CA, USA","APPROXIMATE",c(-120.4357191, 34.9530337)
"1433",1339,"OK","Santa Maria (Imelda)","Santa Maria (Imelda), Romblon, Philippines","APPROXIMATE",c(122.0780632, 12.401488)
"1434",1340,"OK","Santa Maria (IS)","Santa Maria, CA, USA","APPROXIMATE",c(-120.4357191, 34.9530337)
"1440",1341,"OK","Santa Maria (LA)","Santa María de los Ángeles, Jalisco, Mexico","APPROXIMATE",c(-103.2249659, 22.1736132)
"1441",1342,"ZERO_RESULTS","Santa Maria (PS)",NA,NA,c(NA, NA)
"1442",1343,"OK","Santa Monica","Santa Monica, CA, USA","APPROXIMATE",c(-118.4911912, 34.0194543)
"1443",1344,"OK","Santa Praxedes","Santa Praxedes, Cagayan, Philippines","APPROXIMATE",c(120.9991032, 18.5187555)
"1444",1345,"OK","Santa Rita (PA)","Santa Rita, Pampanga, Philippines","APPROXIMATE",c(120.6084832, 15.0081967)
"1445",1346,"OK","Santa Rita (WS)","Santa Rita, Pampanga, Philippines","APPROXIMATE",c(120.6084832, 15.0081967)
"1446",1347,"OK","Santa Rosa (LA)","Santa Rosa, La Pampa, Argentina","APPROXIMATE",c(-64.2912369, -36.620922)
"1447",1348,"OK","Santa Rosa (NE)","Santa Rosa, Nueva Ecija, Philippines","APPROXIMATE",c(120.9383613, 15.4250546)
"1448",1349,"OK","Santa Teresita (BS)","Santa Teresita, Batangas, Philippines","APPROXIMATE",c(120.9704234, 13.8742115)
"1449",1350,"OK","Santa Teresita (CG)","Santa Teresita, Batangas, Philippines","APPROXIMATE",c(120.9704234, 13.8742115)
"1450",1351,"ZERO_RESULTS","Santander",NA,NA,c(NA, NA)
"1451",1352,"ZERO_RESULTS","Santiago (AN)",NA,NA,c(NA, NA)
"1452",1353,"OK","Santiago (IA)","Santiago, IA 50169, USA","APPROXIMATE",c(-93.3749316, 41.7099884)
"1453",1354,"OK","Santiago (IS)","Santiago, Santiago Metropolitan Region, Chile","APPROXIMATE",c(-70.6692655, -33.4488897)
"1454",1355,"ZERO_RESULTS","Santo Domingo (AY)",NA,NA,c(NA, NA)
"1455",1356,"OK","Santo Domingo (IS)","Santo Domingo, Dominican Republic","APPROXIMATE",c(-69.9312117, 18.4860575)
"1457",1357,"OK","Santo Domingo (NE)","Santo Domingo, Nueva Ecija, Philippines","APPROXIMATE",c(120.8843434, 15.6128413)
"1459",1358,"ZERO_RESULTS","Santo Nino (CG)",NA,NA,c(NA, NA)
"1460",1359,"ZERO_RESULTS","Santo Nino (SC)",NA,NA,c(NA, NA)
"1461",1360,"ZERO_RESULTS","Santo Nino (WS)",NA,NA,c(NA, NA)
"1462",1361,"OK","Santo Tomas (BS)","España Blvd, Sampaloc, Manila, 1008 Metro Manila, Philippines","GEOMETRIC_CENTER",c(120.9893297, 14.6100492)
"1463",1362,"ZERO_RESULTS","Santo Tomas (DN)",NA,NA,c(NA, NA)
"1464",1363,"OK","Santo Tomas (IA)","Santo Tomas, Batangas, Philippines","APPROXIMATE",c(121.1382576, 14.1262406)
"1465",1364,"ZERO_RESULTS","Santo Tomas (LU)",NA,NA,c(NA, NA)
"1466",1365,"ZERO_RESULTS","Santo Tomas (PA)",NA,NA,c(NA, NA)
"1467",1366,"ZERO_RESULTS","Santo Tomas (PS)",NA,NA,c(NA, NA)
"1468",1367,"ZERO_RESULTS","Santol",NA,NA,c(NA, NA)
"1469",1368,"OK","Sapa-Sapa","Sapa-Sapa, Tawi-Tawi, Philippines","APPROXIMATE",c(120.182022, 5.0852883)
"1470",1369,"OK","Sapad","Sapad, Lanao del Norte, Philippines","APPROXIMATE",c(123.8299639, 7.8307388)
"1471",1370,"OK","Sapang Dalaga","Sapang Dalaga, Misamis Occidental, Philippines","APPROXIMATE",c(123.5839983, 8.5281457)
"1472",1371,"OK","Sapi-An","Sapi-an, Capiz, Philippines","APPROXIMATE",c(122.593828, 11.5019953)
"1473",1372,"ZERO_RESULTS","Sara",NA,NA,c(NA, NA)
"1474",1373,"OK","Sarangani","Sarangani, Philippines","APPROXIMATE",c(124.994751, 5.9267175)
"1475",1374,"OK","Sariaya","Sariaya, 4322 Quezon, Philippines","APPROXIMATE",c(121.4952128, 13.9175333)
"1476",1375,"OK","Sarrat","Sarrat, Ilocos Norte, Philippines","APPROXIMATE",c(120.6545022, 18.1137855)
"1477",1376,"OK","Sasmuan","Sasmuan, Pampanga, Philippines","APPROXIMATE",c(120.6142365, 14.8876364)
"1478",1377,"OK","Science City of Munoz","Science City of Muñoz, Nueva Ecija, Philippines","APPROXIMATE",c(120.8728615, 15.7294899)
"1479",1378,"OK","Sebaste","Sebaste, Antique, Philippines","APPROXIMATE",c(122.1178261, 11.5809775)
"1480",1379,"OK","Senator Ninoy Aquino","Senator Ninoy Aquino, Sultan Kudarat, Philippines","APPROXIMATE",c(124.3532417, 6.3856675)
"1481",1380,"ZERO_RESULTS","Sergio Osmena",NA,NA,c(NA, NA)
"1482",1381,"OK","Sevilla","Seville, Spain","APPROXIMATE",c(-5.9844589, 37.3890924)
"1484",1382,"OK","Shariff Aguak","Shariff Aguak, Maguindanao, Philippines","APPROXIMATE",c(124.3976356, 6.8530801)
"1485",1383,"ZERO_RESULTS","Shariff Saydona Mustapha",NA,NA,c(NA, NA)
"1486",1384,"OK","Siaton","Siaton, Negros Oriental, Philippines","APPROXIMATE",c(123.0338767, 9.1242532)
"1488",1385,"OK","Siay","Siay, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.8761309, 7.7188546)
"1489",1386,"OK","Siayan","Siayan, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.1014056, 8.0744263)
"1490",1387,"OK","Sibagat","Sibagat, Agusan del Sur, Philippines","APPROXIMATE",c(125.7625241, 8.9660918)
"1491",1388,"OK","Sibalom","Sibalom, Antique, Philippines","APPROXIMATE",c(122.0610174, 10.7650193)
"1492",1389,"OK","Sibonga","Sibonga, Cebu, Philippines","APPROXIMATE",c(123.5951925, 10.0431063)
"1493",1390,"OK","Sibulan","Sibulan, Negros Oriental, Philippines","APPROXIMATE",c(123.1576444, 9.3508301)
"1494",1391,"OK","Sibunag","Sibunag, Guimaras, Philippines","APPROXIMATE",c(122.650351, 10.5008371)
"1495",1392,"OK","Sibutad","Sibutad, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.4943968, 8.6124105)
"1496",1393,"OK","Sibutu","Sibutu, Tawi-Tawi, Philippines","APPROXIMATE",c(119.4759634, 4.7814149)
"1497",1394,"OK","Sierra Bullones","Sierra Bullones, Bohol, Philippines","APPROXIMATE",c(124.3088255, 9.7699125)
"1498",1395,"OK","Sigay","Sigay, Ilocos Sur, Philippines","APPROXIMATE",c(120.5969758, 17.03398)
"1499",1396,"ZERO_RESULTS","Sigma",NA,NA,c(NA, NA)
"1500",1397,"OK","Sikatuna","Sikatuna, Bohol, Philippines","APPROXIMATE",c(123.986149, 9.6822494)
"1501",1398,"OK","Silago","Silago, Southern Leyte, Philippines","APPROXIMATE",c(125.1048713, 10.5147236)
"1502",1399,"OK","Silang","Silang, Cavite, Philippines","APPROXIMATE",c(120.9687359, 14.214175)
"1503",1400,"OK","Silay","Silay City, Negros Occidental, Philippines","APPROXIMATE",c(123.0875623, 10.7528182)
"1504",1401,"OK","Silvino Lobos","Silvino Lobos, Northern Samar, Philippines","APPROXIMATE",c(124.8844867, 12.2865134)
"1505",1402,"OK","Simunul","Simunul, Tawi-Tawi, Philippines","APPROXIMATE",c(119.8236554, 4.8562822)
"1506",1403,"OK","Sinacaban","Sinacaban, Misamis Occidental, Philippines","APPROXIMATE",c(123.8076302, 8.2997217)
"1507",1404,"OK","Sinait","Sinait, Ilocos Sur, Philippines","APPROXIMATE",c(120.5048792, 17.8534666)
"1508",1405,"OK","Sindangan","Sindangan, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.0113568, 8.2333765)
"1509",1406,"OK","Siniloan","Siniloan, Laguna, Philippines","APPROXIMATE",c(121.4856066, 14.4383064)
"1510",1407,"OK","Siocon","Siocon, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.1973081, 7.6635583)
"1511",1408,"OK","Sipalay","Sipalay, Negros Occidental, Philippines","APPROXIMATE",c(122.4920088, 9.7197887)
"1512",1409,"OK","Sipocot","Sipocot, Camarines Sur, Philippines","APPROXIMATE",c(122.9621976, 13.7628395)
"1513",1410,"OK","Siquijor","Siquijor, Philippines","APPROXIMATE",c(123.5157032, 9.2132631)
"1515",1411,"OK","Sirawai","Sirawai, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.1973081, 7.5506234)
"1516",1412,"OK","Siruma","Siruma, Camarines Sur, Philippines","APPROXIMATE",c(123.2924859, 14.027433)
"1517",1413,"ZERO_RESULTS","Sison (PS)",NA,NA,c(NA, NA)
"1518",1414,"ZERO_RESULTS","Sison (SN)",NA,NA,c(NA, NA)
"1519",1415,"OK","Sitangkai","Sitangkai, Tawi-Tawi, Philippines","APPROXIMATE",c(119.4005185, 4.7437631)
"1520",1416,"OK","Socorro (OR)","Socorro, Oriental Mindoro, Philippines","APPROXIMATE",c(121.3312882, 13.0621737)
"1521",1417,"ZERO_RESULTS","Socorro (SN)",NA,NA,c(NA, NA)
"1522",1418,"OK","Sofronio Espanola","Sofronio Española, Palawan, Philippines","APPROXIMATE",c(117.9717606, 9.0427952)
"1523",1419,"OK","Sogod (CU)","Sogod, Southern Leyte, Philippines","APPROXIMATE",c(124.994751, 10.4329228)
"1525",1420,"OK","Sogod (SL)","Sogod, Southern Leyte, Philippines","APPROXIMATE",c(124.994751, 10.4329228)
"1526",1421,"ZERO_RESULTS","Solana",NA,NA,c(NA, NA)
"1527",1422,"OK","Solano","Solano, Nueva Vizcaya, Philippines","APPROXIMATE",c(121.1824925, 16.5271332)
"1528",1423,"OK","Solsona","Solsona, Ilocos Norte, Philippines","APPROXIMATE",c(120.7809676, 18.102185)
"1529",1424,"OK","Sominot","Sominot, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.3822764, 8.0394905)
"1530",1425,"OK","Sorsogon","Sorsogon City, Sorsogon, Philippines","APPROXIMATE",c(124.0147464, 12.9927095)
"1532",1426,"OK","South Ubian","South Ubian, Tawi-Tawi, Philippines","APPROXIMATE",c(120.378138, 5.3958383)
"1533",1427,"OK","South Upi","South Upi, Maguindanao, Philippines","APPROXIMATE",c(124.1976882, 6.8510318)
"1534",1428,"OK","Sual","Sual, Pangasinan, Philippines","APPROXIMATE",c(120.0549683, 16.0976673)
"1535",1429,"OK","Subic","Subic, Zambales, Philippines","APPROXIMATE",c(120.2366297, 14.8967937)
"1536",1430,"OK","Sudipen","Sudipen, La Union, Philippines","APPROXIMATE",c(120.4882604, 16.8998156)
"1537",1431,"OK","Sugbongcogon","Sugbongcogon, Misamis Oriental, Philippines","APPROXIMATE",c(124.7865072, 8.9591453)
"1538",1432,"OK","Sugpon","Sugpon, Ilocos Sur, Philippines","APPROXIMATE",c(120.5969758, 16.7808997)
"1539",1433,"ZERO_RESULTS","Sulat",NA,NA,c(NA, NA)
"1540",1434,"OK","Sulop","Sulop, Davao del Sur, Philippines","APPROXIMATE",c(125.3137005, 6.6252055)
"1541",1435,"OK","Sultan Dumalondong","Sultan Dumalondong, Lanao del Sur, Philippines","APPROXIMATE",c(124.2643871, 7.6340809)
"1542",1436,"OK","Sultan Kudarat","Sultan Kudarat, Philippines","APPROXIMATE",c(124.4198243, 6.5069401)
"1544",1437,"OK","Sultan Mastura","Sultan Mastura, Maguindanao, Philippines","APPROXIMATE",c(124.2699432, 7.2884721)
"1545",1438,"OK","Sultan Naga Dimaporo","Sultan Naga Dimaporo, Lanao del Norte, Philippines","APPROXIMATE",c(123.7405967, 7.7829761)
"1546",1439,"ZERO_RESULTS","Sultan Sa Barongis",NA,NA,c(NA, NA)
"1547",1440,"OK","Sumilao","Sumilao, Bukidnon, Philippines","APPROXIMATE",c(124.9767237, 8.345058)
"1548",1441,"OK","Sumisip","Sumisip, Basilan, Philippines","APPROXIMATE",c(122.0155491, 6.4829046)
"1549",1442,"OK","Surallah","Surallah, South Cotabato, Philippines","APPROXIMATE",c(124.7519807, 6.3194959)
"1550",1443,"OK","Surigao","Surigao City, Surigao del Norte, Philippines","APPROXIMATE",c(125.5137674, 9.7571312)
"1551",1444,"OK","Suyo","Suyo, Ilocos Sur, Philippines","APPROXIMATE",c(120.5624474, 16.9658223)
"1552",1445,"OK","Taal","Taal Volcano, Talisay, Philippines","APPROXIMATE",c(120.9976909, 14.0112531)
"1553",1446,"OK","Tabaco","Tabaco City, Albay, Philippines","APPROXIMATE",c(123.645139, 13.3240963)
"1554",1447,"OK","Tabango","Tabango, Leyte, Philippines","APPROXIMATE",c(124.3865392, 11.3112889)
"1555",1448,"OK","Tabina","Tabina, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.4271403, 7.4201882)
"1556",1449,"OK","Tabogon","Tabogon, Cebu, Philippines","APPROXIMATE",c(123.997295, 10.9239469)
"1557",1450,"OK","Tabontabon","Tabontabon, Leyte, Philippines","APPROXIMATE",c(124.9451498, 11.0393413)
"1558",1451,"OK","Tabuelan","Tabuelan, Cebu, Philippines","APPROXIMATE",c(123.9080896, 10.8573793)
"1559",1452,"OK","Tabuk","Tabuk, Kalinga, Philippines","APPROXIMATE",c(121.4384498, 17.4117354)
"1561",1453,"OK","Tacloban","Tacloban City, Leyte, Philippines","APPROXIMATE",c(124.9616867, 11.2543388)
"1562",1454,"OK","Tacurong","Tacurong City, Sultan Kudarat, Philippines","APPROXIMATE",c(124.6787735, 6.6879658)
"1563",1455,"OK","Tadian","Tadian, Mountain Province, Philippines","APPROXIMATE",c(120.8154358, 16.9660794)
"1564",1456,"OK","Taft","Taft Ave, Metro Manila, Philippines","GEOMETRIC_CENTER",c(120.9932773, 14.5665038)
"1565",1457,"OK","Tagana-An","Tagana-an, Surigao del Norte, Philippines","APPROXIMATE",c(125.5986093, 9.723693)
"1566",1458,"OK","Tagapul-An","Tagapul-an, Samar, Philippines","APPROXIMATE",c(124.1865669, 12.061838)
"1567",1459,"OK","Tagaytay","Tagaytay, Cavite, Philippines","APPROXIMATE",c(120.9621165, 14.115286)
"1568",1460,"OK","Tagbilaran","Tagbilaran City, Bohol, Philippines","APPROXIMATE",c(123.8730022, 9.672948)
"1569",1461,"OK","Tagbina","Tagbina, Surigao del Sur, Philippines","APPROXIMATE",c(126.2196853, 8.418142)
"1570",1462,"OK","Tagkawayan","Tagkawayan, Quezon, Philippines","APPROXIMATE",c(122.5219792, 14.0129241)
"1571",1463,"OK","Tago","Tago, Surigao del Sur, Philippines","APPROXIMATE",c(126.11108, 8.9642949)
"1572",1464,"OK","Tagoloan (LN)","Tagoloan, Misamis Oriental, Philippines","APPROXIMATE",c(124.7889493, 8.538018)
"1573",1465,"OK","Tagoloan (MO)","Tagoloan, Misamis Oriental, Philippines","APPROXIMATE",c(124.7889493, 8.538018)
"1574",1466,"OK","Tagoloan Ii","Tagoloan II, Lanao del Sur, Philippines","APPROXIMATE",c(124.4420073, 8.099079)
"1575",1467,"OK","Tagudin","Tagudin, Ilocos Sur, Philippines","APPROXIMATE",c(120.4703258, 16.9387501)
"1576",1468,"OK","Taguig","Taguig, Metro Manila, Philippines","APPROXIMATE",c(121.0508645, 14.5176184)
"1577",1469,"OK","Tagum","Tagum, Davao del Norte, Philippines","APPROXIMATE",c(125.8093465, 7.4471733)
"1578",1470,"OK","Talacogon","Talacogon, Agusan del Sur, Philippines","APPROXIMATE",c(125.8061779, 8.36972)
"1579",1471,"OK","Talaingod","Talaingod, Davao del Norte, Philippines","APPROXIMATE",c(125.5220012, 7.6833875)
"1580",1472,"OK","Talakag","Talakag, Bukidnon, Philippines","APPROXIMATE",c(124.7899184, 8.0197815)
"1581",1473,"OK","Talalora","Talalora, Samar, Philippines","APPROXIMATE",c(124.8293008, 11.504659)
"1582",1474,"OK","Talavera","Talavera, Nueva Ecija, Philippines","APPROXIMATE",c(120.9302603, 15.6265854)
"1583",1475,"OK","Talayan","Talayan, Maguindanao, Philippines","APPROXIMATE",c(124.297718, 6.8884905)
"1584",1476,"OK","Talibon","Talibon, Bohol, Philippines","APPROXIMATE",c(124.2643871, 10.1576954)
"1585",1477,"OK","Talipao","Talipao, Sulu, Philippines","APPROXIMATE",c(121.1022942, 5.9521498)
"1586",1478,"OK","Talisay (CU)","Talisay, Cebu, Philippines","APPROXIMATE",c(123.8392335, 10.2524493)
"1587",1479,"ZERO_RESULTS","Talisay (BS)",NA,NA,c(NA, NA)
"1588",1480,"OK","Talisay (CN)","Talisay, Cebu, Philippines","APPROXIMATE",c(123.8392335, 10.2524493)
